18년,1,1,0,0,0,0,0,1,0,1,1,0,0
18놈,1,1,0,0,0,0,0,1,0,1,1,0,0
18새끼,1,1,0,1,0,0,0,1,0,1,1,0,0
ㄱㅐㅅㅐㄲl,1,1,0,1,0,0,0,0,1,0,1,0,0
ㄱㅐㅈㅏ,1,1,0,0,0,1,0,0,0,1,1,0,0
가슴만져,0,0,0,0,0,0,0,0,0,0,0,1,0
가슴빨아,0,0,0,1,0,0,0,0,0,0,0,1,0
가슴빨어,0,0,0,1,0,0,0,0,0,0,0,1,0
가슴조물락,0,0,0,0,0,0,0,0,0,0,0,1,0
가슴주물럭,0,0,0,0,0,0,0,0,0,0,1,1,0
가슴쪼물딱,0,0,0,1,0,0,0,0,0,0,0,1,0
가슴쪼물락,0,0,0,1,0,0,0,0,0,0,1,1,0
가슴핧아,0,0,0,0,0,0,0,0,0,0,0,1,0
가슴핧어,0,0,0,0,0,0,0,0,0,0,0,1,0
강간,0,0,0,0,0,0,0,0,0,0,0,1,0
개가튼년,1,1,0,0,1,0,0,0,0,0,1,0,1
개가튼뇬,1,1,0,0,1,0,0,0,0,0,1,0,0
개같은년,1,1,0,0,0,0,0,0,0,0,1,0,0
개걸레,1,0,0,0,1,0,0,0,0,0,0,1,0
개고치,1,0,0,0,1,0,0,0,0,1,1,0,0
개너미,1,1,0,0,0,0,0,0,0,0,1,0,0
개넘,1,1,0,0,0,0,0,0,0,0,1,0,0
개년,1,1,0,0,1,0,0,0,0,0,0,0,0
개놈,1,1,0,0,0,0,0,0,0,0,0,0,0
개늠,1,1,0,0,0,0,0,0,0,0,1,0,0
개똥,1,1,0,1,0,0,0,0,0,0,0,0,0
개떵,1,1,0,1,0,0,0,0,0,0,1,0,0
개떡,1,1,0,1,0,0,0,0,0,0,0,0,0
개라슥,1,0,0,0,0,0,0,0,0,1,1,0,0
개보지,1,0,0,0,0,0,0,0,0,0,0,1,0
개부달,1,0,0,0,0,0,0,0,0,1,1,0,0
개부랄,1,0,0,0,0,0,0,0,0,0,0,1,0
개불랄,1,0,0,0,0,0,0,0,0,0,1,1,0
개붕알,1,0,0,0,0,0,0,0,0,0,1,1,0
개새,1,1,0,0,0,1,0,0,0,0,0,0,1
개세,1,1,0,0,0,1,0,0,0,0,1,0,0
개쓰래기,1,1,0,1,1,0,0,0,0,0,1,0,1
개쓰레기,1,1,0,1,1,0,0,0,0,0,0,0,0
개씁년,1,1,0,1,0,0,0,0,0,0,1,0,0
개씁블,1,0,0,1,0,0,0,0,0,0,1,0,0
개씁자지,1,0,0,1,0,0,0,0,0,0,0,1,0
개씨발,1,1,1,1,0,0,0,0,0,0,0,0,0
개씨블,1,1,1,1,0,0,0,0,0,0,1,0,0
개자식,1,1,0,0,1,0,0,0,0,0,0,0,0
개자지,1,1,0,0,0,0,0,0,0,0,1,1,0
개잡년,1,1,0,0,1,0,0,0,0,0,0,0,0
개젓가튼넘,1,1,0,0,1,0,0,0,0,0,1,0,0
개좆,1,1,0,0,0,0,0,0,0,0,1,1,0
개지랄,1,1,0,0,0,0,0,0,0,0,0,0,0
개후라년,1,1,0,0,1,0,0,0,0,0,1,0,0
개후라들놈,1,1,0,0,1,0,0,0,0,0,0,0,0
개후라새끼,1,1,0,1,1,0,0,0,0,0,0,0,0
걔잡년,1,1,0,0,1,0,0,0,0,0,1,0,0
거시기,0,0,1,0,0,0,0,0,0,0,0,1,0
걸래년,0,1,0,0,1,0,0,0,0,0,0,1,0
걸레같은년,0,1,0,0,1,0,0,0,0,0,1,1,0
걸레년,0,1,0,0,1,0,0,0,0,0,1,1,0
걸레핀년,0,1,0,0,1,0,0,0,0,0,1,1,0
게부럴,1,1,0,0,0,0,0,0,0,0,1,1,0
게세끼,1,1,1,1,1,0,0,0,0,0,1,0,0
게이,0,0,0,0,0,0,0,0,0,0,0,0,1
게새끼,1,1,1,1,0,0,0,0,0,0,1,0,0
게늠,1,1,0,0,0,0,0,0,0,0,1,0,0
게자식,1,1,1,0,0,0,0,0,0,0,1,0,0
게지랄놈,1,1,1,0,1,0,0,0,0,0,1,0,0
고환,0,0,0,0,0,0,0,0,0,0,0,1,0
귀두,0,0,0,0,0,0,0,0,0,0,0,1,0
깨쌔끼,1,1,0,1,0,0,0,0,0,0,1,0,0
난자마셔,0,0,0,0,0,0,0,0,0,1,0,1,0
난자먹어,0,0,0,0,0,0,0,0,0,1,0,1,0
난자핧아,0,0,0,0,0,0,0,0,0,1,0,1,0
내꺼빨아,0,0,0,1,0,0,0,0,0,1,0,1,0
내꺼핧아,0,0,0,1,0,0,0,0,0,1,0,1,0
내버지,0,0,0,0,0,1,0,0,0,1,1,1,0
내자지,0,0,0,0,0,0,0,0,0,0,0,1,0
내잠지,0,0,0,0,0,0,0,0,0,0,0,1,0
내조지,0,0,0,0,0,0,0,0,0,1,1,1,0
너거애비,0,0,0,0,0,1,0,0,0,0,0,0,1
노옴,0,1,0,0,0,0,0,0,0,0,0,0,0
누나강간,0,0,0,0,0,0,0,0,0,0,0,1,1
니기미,0,0,1,0,0,1,0,0,0,1,1,0,1
니뿡,0,1,0,1,0,0,0,0,0,0,0,0,1
니뽕,0,1,0,1,0,0,0,0,0,0,1,0,1
니씨브랄,0,0,1,1,0,0,0,0,0,0,1,0,0
니아범,0,0,1,0,0,0,0,0,0,0,0,0,1
니아비,0,0,1,0,0,0,0,0,0,0,1,0,1
니애미,0,0,1,0,0,0,0,0,0,0,0,0,1
니애뷔,0,0,1,0,0,0,0,0,0,0,1,0,1
니애비,0,0,1,0,0,0,0,0,0,0,1,0,0
니할애비,0,0,0,0,0,0,0,0,0,0,1,0,1
닝기미,0,0,0,0,0,1,0,0,0,1,1,0,1
닌기미,0,0,0,0,0,0,1,0,0,1,1,0,1
니미,0,0,1,0,0,1,0,0,0,1,1,0,0
닳은년,0,1,0,0,1,0,0,0,0,0,0,1,0
덜은새끼,0,1,0,1,1,0,0,0,0,0,0,1,0
돈새끼,1,1,0,1,1,0,0,0,0,0,0,0,0
돌으년,1,1,0,0,0,0,0,0,0,0,1,0,0
돌은넘,1,1,0,0,0,0,0,0,0,0,1,0,0
돌은새끼,1,1,0,1,1,0,0,0,0,0,0,0,1
동생강간,0,0,0,0,0,0,0,0,0,0,0,1,0
동성애자,0,0,0,0,0,0,0,0,0,0,0,1,0
딸딸이,0,0,0,1,0,0,0,0,0,0,0,1,0
똥구녁,1,0,0,1,0,0,0,0,0,0,1,0,1
똥꾸뇽,1,0,0,1,0,0,0,0,0,0,1,0,0
똥구뇽,1,0,0,1,0,0,0,0,0,0,1,0,0
띠발뇬,1,1,1,1,0,0,0,0,0,0,1,0,0
띠팔,1,0,1,1,0,0,0,0,0,0,1,0,0
띠펄,1,0,1,1,0,0,0,0,0,0,1,0,0
띠풀,1,0,1,1,0,0,0,0,0,0,1,0,0
띠벌,1,0,1,1,0,0,0,0,0,0,1,0,0
띠벨,1,0,1,1,0,0,0,0,0,0,1,0,0
띠빌,1,0,1,1,0,0,0,0,0,0,1,0,0
막간년,1,1,0,0,0,0,0,0,0,0,0,0,0
막대쑤셔줘,0,0,0,1,0,0,0,0,0,1,0,1,0
막대핧아줘,0,0,0,0,0,0,0,0,0,1,0,1,0
맛간년,0,1,0,0,0,0,0,0,0,1,0,0,0
맛없는년,0,1,0,0,0,0,0,0,0,1,0,1,0
맛이간년,0,1,0,0,0,0,0,0,0,1,0,0,0
미친구녕,1,0,0,0,0,0,0,0,0,0,1,1,0
미친구멍,1,0,0,0,0,0,0,0,0,0,0,1,0
미친넘,1,1,1,0,0,0,0,0,0,0,1,0,0
미친년,1,1,1,0,0,0,0,0,0,0,0,0,0
미친놈,1,1,1,0,0,0,0,0,0,0,0,0,0
미친눔,1,1,1,0,0,0,0,0,0,0,1,0,0
미친새끼,1,1,1,1,0,0,0,0,0,0,0,0,0
미친쇄리,1,1,1,0,0,0,0,0,0,0,1,0,0
미친쇠리,1,1,1,0,0,0,0,0,0,0,1,0,0
미친쉐이,1,1,1,0,0,0,0,0,0,0,1,0,0
미친씨부랄,1,1,1,1,0,0,0,0,0,0,1,0,0
미튄,1,1,1,0,0,0,0,0,0,0,1,0,0
미티넘,1,1,1,0,0,0,0,0,0,0,1,0,0
미틴,1,0,1,0,0,0,0,0,0,0,1,0,0
미틴넘,1,1,1,0,0,0,0,0,0,0,1,0,0
미틴년,1,1,1,0,0,0,0,0,0,0,1,0,0
미틴놈,1,1,1,0,0,0,0,0,0,0,1,0,0
미틴것,1,1,0,0,0,0,0,0,0,0,1,0,0
백보지,0,0,0,0,0,0,0,0,0,0,0,1,0
버따리자지,0,0,0,1,0,0,0,0,0,1,1,1,0
버지구녕,0,0,0,0,0,0,0,0,0,0,1,1,0
버지구멍,0,0,0,0,0,0,0,0,0,0,1,1,0
버지냄새,0,0,0,0,0,0,0,0,0,0,1,1,0
버지따먹기,0,0,0,1,0,0,0,0,0,1,1,1,0
버지뚫어,0,0,0,1,0,0,0,0,0,0,1,1,0
버지뜨더,0,0,0,1,0,0,0,0,0,1,1,1,0
버지물마셔,0,0,0,0,0,0,0,0,0,0,1,1,0
버지벌려,0,0,0,0,0,0,0,0,0,0,1,1,0
버지벌료,0,0,0,0,0,0,0,0,0,0,1,1,0
버지빨아,0,0,0,1,0,0,0,0,0,0,1,1,0
버지빨어,0,0,0,1,0,0,0,0,0,0,1,1,0
버지썰어,0,0,0,1,0,0,0,0,0,0,1,1,0
버지쑤셔,0,0,0,1,0,0,0,0,0,0,1,1,0
버지털,0,0,0,0,0,0,0,0,0,0,1,1,0
버지핧아,0,0,0,0,0,0,0,0,0,0,1,1,0
버짓물,0,0,0,0,0,0,0,0,0,0,1,1,0
버짓물마셔,0,0,0,0,0,0,0,0,0,0,1,1,0
벌창같은년,0,1,0,0,0,0,0,0,0,0,0,1,0
벵신,0,0,1,0,0,0,0,0,0,0,1,0,0
병닥,0,0,1,0,0,0,0,0,0,0,1,0,0
병딱,0,0,1,1,0,0,0,0,0,0,1,0,1
병신,0,0,0,0,0,0,0,0,0,0,0,0,1
보쥐,0,0,0,0,0,0,0,0,0,0,1,1,0
보지,0,0,0,0,0,0,0,0,0,0,0,1,0
보지핧어,0,0,0,0,0,0,0,0,0,0,0,1,0
보짓물,0,0,0,0,0,0,0,0,0,0,0,1,0
보짓물마셔,0,0,0,0,0,0,0,0,0,0,0,1,0
봉알,0,0,0,0,0,0,0,0,0,0,1,1,0
부랄,0,0,0,0,0,0,0,0,0,0,0,1,0
불알,0,0,0,0,0,0,0,0,0,0,1,1,0
붕알,0,0,0,0,0,0,0,0,0,0,1,1,0
붜지,0,0,0,0,0,0,0,0,0,0,1,1,0
뷩딱,0,0,1,1,0,0,0,0,0,0,1,0,0
븅쉰,0,0,1,0,0,0,0,0,0,0,1,0,0
븅신,0,0,1,0,0,0,0,0,0,0,1,0,0
빙띤,0,0,1,1,0,0,0,0,0,0,1,0,0
빙신,0,0,1,0,0,0,0,0,0,0,1,0,0
빠가십새,1,1,0,1,0,0,0,0,0,0,1,0,0
빠가씹새,1,1,0,1,0,0,0,0,0,0,1,0,0
빠구리,0,0,0,1,0,0,0,0,0,1,0,1,0
빠굴이,0,0,0,1,0,0,0,0,0,1,1,1,0
뻑큐,0,0,0,1,0,0,0,0,0,0,0,0,1
뽕알,0,0,0,1,0,0,0,0,0,0,1,1,0
뽀지,0,0,0,1,0,0,0,0,0,0,1,1,0
뼝신,0,0,1,1,0,0,0,0,0,0,1,0,1
사까시,0,0,0,1,0,0,0,0,0,0,0,1,0
상년,0,1,0,0,0,0,0,0,0,0,1,0,1
새꺄,0,1,0,1,0,0,0,0,0,0,1,0,0
새뀌,0,1,0,1,0,0,0,0,0,0,1,0,0
새끼,0,1,0,1,0,0,0,0,0,0,1,0,0
색갸,0,1,0,0,0,0,0,0,0,0,1,0,0
색끼,0,1,0,1,0,0,0,0,0,0,1,0,0
색스,0,0,0,0,0,0,0,0,0,0,1,1,0
색키,0,1,0,0,0,0,0,0,0,0,1,0,0
샤발,0,0,0,0,0,0,0,0,0,0,1,0,0
써글,0,0,0,1,0,0,0,0,0,0,1,0,0
써글년,1,1,0,1,1,0,0,0,0,0,1,0,0
성교,0,0,0,0,0,0,0,0,0,0,0,1,0
성폭행,0,0,0,0,0,0,0,0,0,0,0,1,0
세꺄,0,1,0,1,0,0,0,0,0,0,1,0,0
세끼,0,1,0,1,0,0,0,0,0,0,1,0,0
섹스,0,0,0,0,0,0,0,0,0,0,0,1,0
섹스하자,0,0,0,0,0,0,0,0,0,0,0,1,0
섹스해,0,0,0,0,0,0,0,0,0,0,0,1,0
섹쓰,0,0,0,1,0,0,0,0,0,0,1,1,0
섹히,0,1,0,0,0,0,0,0,0,0,1,0,0
수셔,0,0,0,0,0,0,0,0,0,0,1,1,0
쑤셔,0,0,0,1,0,0,0,0,0,0,0,1,0
쉐끼,0,1,0,1,0,0,0,0,0,0,1,0,0
쉑갸,0,1,0,0,0,0,0,0,0,0,1,0,0
쉑쓰,0,0,0,1,0,0,0,0,0,0,1,1,0
쉬발,1,0,1,0,0,0,0,0,0,0,1,0,0
쉬방,1,0,1,0,0,0,0,0,0,0,1,0,0
쉬밸년,1,1,1,0,0,0,0,0,0,0,1,0,0
쉬벌,1,0,1,0,0,0,0,0,0,0,1,0,0
쉬불,1,0,1,0,0,0,0,0,0,0,1,0,0
쉬붕,1,0,1,0,0,0,0,0,0,0,1,0,0
쉬빨,1,0,1,1,0,0,0,0,0,0,1,0,0
쉬이발,1,0,1,0,0,0,1,0,0,0,1,0,0
쉬이방,1,0,1,0,0,0,1,0,0,0,1,0,0
쉬이벌,1,0,1,0,0,0,1,0,0,0,1,0,0
쉬이불,1,0,1,0,0,0,1,0,0,0,1,0,0
쉬이붕,1,0,1,0,0,0,1,0,0,0,0,0,0
쉬이빨,1,0,1,1,0,0,1,0,0,0,1,0,0
쉬이팔,1,0,1,0,0,0,1,0,0,0,1,0,0
쉬이펄,1,0,1,0,0,0,1,0,0,0,1,0,0
쉬이풀,1,0,1,0,0,0,1,0,0,0,1,0,0
쉬팔,1,0,1,0,0,0,0,0,0,0,1,0,0
쉬펄,1,0,1,0,0,0,0,0,0,0,1,0,0
쉬풀,1,0,1,0,0,0,0,0,0,0,1,0,0
쉽쌔,1,0,1,1,0,0,1,0,0,0,1,0,0
시댕이,0,0,0,0,0,0,0,0,0,0,1,0,0
시발,1,0,1,0,0,0,0,0,0,0,0,0,0
시발년,1,1,0,0,0,0,0,0,0,0,0,0,0
시발놈,1,1,0,0,0,0,0,0,0,0,0,0,0
시발새끼,1,1,1,1,0,0,0,0,0,0,0,0,0
시방새,1,1,1,0,0,0,1,0,0,0,1,0,0
시밸,1,0,1,0,0,0,0,0,0,0,1,0,0
시벌,1,0,1,0,0,0,0,0,0,0,1,0,0
시불,1,0,1,0,0,0,0,0,0,0,1,0,0
시붕,1,0,1,0,0,0,0,0,0,0,1,0,0
시이발,1,0,1,0,0,0,1,0,0,0,1,0,0
시이벌,1,0,1,0,0,0,1,0,0,0,1,0,0
시이불,1,0,1,0,0,0,1,0,0,0,1,0,0
시이붕,1,0,1,0,0,0,1,0,0,0,1,0,0
시이팔,1,0,1,0,0,0,1,0,0,0,1,0,0
시이펄,1,0,1,0,0,0,1,0,0,0,1,0,0
시이풀,1,0,1,0,0,0,1,0,0,0,1,0,0
시팍새끼,1,1,1,1,0,0,0,0,0,0,1,0,0
시팔,1,0,1,0,0,0,0,0,0,0,1,0,0
시팔넘,1,1,1,0,0,0,0,0,0,0,1,0,0
시팔년,1,1,1,0,0,0,0,0,0,0,1,0,0
시팔놈,1,1,1,0,0,0,0,0,0,0,1,0,0
시팔새끼,1,1,1,1,0,0,0,0,0,0,1,0,0
시펄,1,0,1,0,0,0,0,0,0,0,1,0,0
십8,1,0,1,0,0,0,0,1,0,0,1,0,0
십때끼,1,1,0,1,0,0,0,0,0,0,1,0,0
십떼끼,1,1,0,1,0,0,0,0,0,0,1,0,0
십버지,1,0,0,0,0,0,0,0,0,1,1,0,0
십부랄,1,0,0,0,0,0,0,0,0,0,1,0,0
십부럴,1,0,0,0,0,0,0,0,0,0,1,0,0
십새,1,1,1,0,0,1,1,0,0,0,1,0,0
십세이,1,1,0,0,0,0,0,0,0,0,1,0,0
십셰리,1,1,0,0,0,0,0,0,0,0,1,0,0
십쉐,1,1,0,0,0,1,0,0,0,0,1,0,0
십자석,1,1,0,0,0,0,0,0,0,0,1,0,0
십자슥,1,1,0,0,0,0,0,0,0,0,1,0,0
십지랄,1,0,0,0,0,0,0,0,0,0,1,0,0
십창녀,1,1,0,0,0,0,0,0,0,0,1,0,0
십창,1,1,0,0,0,0,0,0,0,0,1,0,0
십탱,1,1,0,0,0,1,0,0,0,0,1,0,0
십탱구리,1,0,0,0,0,0,0,0,0,0,1,0,0
십탱굴이,1,0,0,0,0,0,0,0,0,0,1,0,0
십팔새끼,1,1,0,1,0,0,0,0,0,0,1,0,0
ㅆㅂ,1,0,1,1,0,1,0,0,0,0,1,0,0
ㅆㅂㄹㅁ,1,1,1,1,0,1,0,0,0,0,1,0,0
ㅆㅂㄻ,1,1,1,1,0,1,0,0,0,0,1,0,0
ㅆㅣ,1,0,1,1,0,0,0,0,0,0,1,0,0
쌍넘,1,1,1,1,0,0,0,0,0,0,0,0,0
쌍년,1,1,1,1,0,0,0,0,0,0,1,0,0
쌍놈,1,1,1,1,0,0,0,0,0,0,1,0,0
쌍눔,1,0,0,1,0,0,0,0,0,0,1,0,0
쌍보지,0,0,0,1,0,0,0,0,0,0,1,1,0
쌔끼,0,1,0,1,0,0,0,0,0,0,1,0,0
쌔리,0,1,0,1,0,0,0,0,0,0,1,0,0
쌕스,0,0,0,1,0,0,0,0,0,0,1,1,0
쌕쓰,0,0,0,1,0,0,0,0,0,0,1,1,0
썅년,1,1,0,1,0,0,0,0,0,0,0,0,0
썅놈,1,1,0,1,0,0,0,0,0,0,0,0,0
썅뇬,1,1,0,1,0,0,0,0,0,0,1,0,0
썅늠,1,1,0,1,0,0,0,0,0,0,1,0,0
쓉새,1,1,1,1,0,1,0,0,0,0,1,0,0
쓰바새끼,1,1,1,1,0,0,0,0,0,0,1,0,0
쓰브랄쉽세,1,1,1,1,1,1,0,0,0,0,1,0,0
씌발,0,0,1,1,0,0,0,0,0,0,1,0,0
씌팔,0,0,1,1,0,0,0,0,0,0,1,0,0
씨가랭넘,1,1,0,1,1,0,0,0,0,0,1,0,0
씨가랭년,1,1,0,1,1,0,0,0,0,0,1,0,0
씨가랭놈,1,1,0,1,1,0,0,0,0,0,1,0,0
씨발,1,0,1,1,0,0,0,0,0,0,0,0,0
씨발년,1,1,1,1,0,0,0,0,0,0,0,0,0
씨발롬,1,1,1,1,0,0,0,0,0,0,0,0,0
씨발병신,1,1,1,1,0,0,0,0,0,0,0,0,0
씨방새,1,1,0,1,0,1,0,0,0,0,1,0,0
씨방세,1,1,1,1,0,1,0,0,0,0,1,0,0
씨밸,1,0,1,1,0,0,0,0,0,0,1,0,0
씨뱅가리,1,0,0,1,0,0,0,0,0,0,1,0,0
씨벌,1,0,1,1,0,0,0,0,0,0,1,0,0
씨벌년,1,1,1,1,0,0,0,0,0,0,1,0,0
씨벌쉐이,1,1,1,1,0,0,0,0,0,0,1,0,0
씨부랄,1,0,1,1,0,0,0,0,0,0,1,0,0
씨부럴,1,0,1,1,0,0,0,0,0,0,1,0,0
씨불,1,0,1,1,0,0,0,0,0,0,1,0,0
